kind,path,shape,dtype,size,num_attrs
dataset,/2if1,"(126, 256)",float32,32256,0
dataset,/2if6,"(182, 256)",float32,46592,0
dataset,/2ifa,"(201, 256)",float32,51456,0
dataset,/2ife,"(91, 256)",float32,23296,0
dataset,/2ifg_chain_id_A,"(347, 256)",float32,88832,0
dataset,/2ifg_chain_id_D,"(111, 256)",float32,28416,0
dataset,/2ifq,"(105, 256)",float32,26880,0
dataset,/2ifr,"(206, 256)",float32,52736,0
dataset,/2ift,"(181, 256)",float32,46336,0
dataset,/2ifx,"(109, 256)",float32,27904,0
dataset,/2ig2_chain_id_A,"(216, 256)",float32,55296,0
dataset,/2ig2_chain_id_B,"(239, 256)",float32,61184,0
dataset,/2igb,"(174, 256)",float32,44544,0
dataset,/2igd,"(61, 256)",float32,15616,0
dataset,/2igg,"(64, 256)",float32,16384,0
dataset,/2igi,"(180, 256)",float32,46080,0
dataset,/2igs,"(215, 256)",float32,55040,0
dataset,/2igt,"(316, 256)",float32,80896,0
dataset,/2igv,"(172, 256)",float32,44032,0
dataset,/2ih2,"(393, 256)",float32,100608,0
dataset,/2iho,"(292, 256)",float32,74752,0
dataset,/2iht,"(563, 256)",float32,144128,0
dataset,/2iid,"(483, 256)",float32,123648,0
dataset,/2iim,"(62, 256)",float32,15872,0
dataset,/2iiz,"(306, 256)",float32,78336,0
dataset,/2ij0_chain_id_B,"(119, 256)",float32,30464,0
dataset,/2ij0_chain_id_C,"(194, 256)",float32,49664,0
dataset,/2ij2,"(453, 256)",float32,115968,0
dataset,/2ijk,"(58, 256)",float32,14848,0
dataset,/2ijo_chain_id_A,"(41, 256)",float32,10496,0
dataset,/2ijo_chain_id_B,"(172, 256)",float32,44032,0
dataset,/2ijo_chain_id_C,"(56, 256)",float32,14336,0
dataset,/2ijq,"(145, 256)",float32,37120,0
dataset,/2ijr,"(282, 256)",float32,72192,0
dataset,/2ik8_chain_id_A,"(311, 256)",float32,79616,0
dataset,/2ik8_chain_id_D,"(130, 256)",float32,33280,0
dataset,/2ikb,"(162, 256)",float32,41472,0
dataset,/2ikk,"(151, 256)",float32,38656,0
dataset,/2il5,"(164, 256)",float32,41984,0
dataset,/2ilk,"(155, 256)",float32,39680,0
dataset,/2iln_chain_id_A,"(233, 256)",float32,59648,0
dataset,/2iln_chain_id_C,"(53, 256)",float32,13568,0
dataset,/2ilx,"(219, 256)",float32,56064,0
dataset,/2im8,"(122, 256)",float32,31232,0
dataset,/2im9,"(304, 256)",float32,77824,0
dataset,/2imh,"(230, 256)",float32,58880,0
dataset,/2imj,"(158, 256)",float32,40448,0
dataset,/2iml,"(197, 256)",float32,50432,0
dataset,/2imm,"(114, 256)",float32,29184,0
dataset,/2imq,"(280, 256)",float32,71680,0
dataset,/2imr,"(385, 256)",float32,98560,0
dataset,/2in1,"(162, 256)",float32,41472,0
dataset,/2in5,"(198, 256)",float32,50688,0
dataset,/2inb,"(130, 256)",float32,33280,0
dataset,/2inc_chain_id_A,"(491, 256)",float32,125696,0
dataset,/2inc_chain_id_B,"(322, 256)",float32,82432,0
dataset,/2inc_chain_id_C,"(83, 256)",float32,21248,0
dataset,/2inw,"(117, 256)",float32,29952,0
dataset,/2io3_chain_id_A,"(224, 256)",float32,57344,0
dataset,/2io3_chain_id_B,"(74, 256)",float32,18944,0
dataset,/2io3_chain_id_C,"(156, 256)",float32,39936,0
dataset,/2io8,"(605, 256)",float32,154880,0
dataset,/2ioj,"(120, 256)",float32,30720,0
dataset,/2ipq,"(125, 256)",float32,32000,0
dataset,/2iqh,"(446, 256)",float32,114176,0
dataset,/2iqi,"(178, 256)",float32,45568,0
dataset,/2irf,"(109, 256)",float32,27904,0
dataset,/2isb,"(184, 256)",float32,47104,0
dataset,/2isy,"(147, 256)",float32,37632,0
dataset,/2it7,"(28, 256)",float32,7168,0
dataset,/2it8,"(29, 256)",float32,7424,0
dataset,/2it9,"(121, 256)",float32,30976,0
dataset,/2itb,"(199, 256)",float32,50944,0
dataset,/2ite,"(121, 256)",float32,30976,0
dataset,/2itk,"(148, 256)",float32,37888,0
dataset,/2iu5,"(180, 256)",float32,46080,0
dataset,/2iub,"(345, 256)",float32,88320,0
dataset,/2iuw,"(207, 256)",float32,52992,0
dataset,/2iv2,"(702, 256)",float32,179712,0
dataset,/2ivd,"(455, 256)",float32,116480,0
dataset,/2ivx,"(256, 256)",float32,65536,0
dataset,/2ivy,"(88, 256)",float32,22528,0
dataset,/2iw0,"(226, 256)",float32,57856,0
dataset,/2iw1,"(370, 256)",float32,94720,0
dataset,/2iw5_chain_id_A,"(666, 256)",float32,170496,0
dataset,/2iw5_chain_id_B,"(133, 256)",float32,34048,0
dataset,/2iwg_chain_id_A,"(207, 256)",float32,52992,0
dataset,/2iwg_chain_id_B,"(181, 256)",float32,46336,0
dataset,/2iwx,"(214, 256)",float32,54784,0
dataset,/2ix0,"(641, 256)",float32,164096,0
dataset,/2ix4,"(431, 256)",float32,110336,0
dataset,/2ixc,"(198, 256)",float32,50688,0
dataset,/2ixh,"(184, 256)",float32,47104,0
dataset,/2ixm,"(300, 256)",float32,76800,0
dataset,/2ixn,"(297, 256)",float32,76032,0
dataset,/2ixo,"(316, 256)",float32,80896,0
dataset,/2ixt,"(310, 256)",float32,79360,0
dataset,/2iy1_chain_id_A,"(226, 256)",float32,57856,0
dataset,/2iy1_chain_id_B,"(83, 256)",float32,21248,0
dataset,/2iy5_chain_id_A,"(336, 256)",float32,86016,0
dataset,/2iy5_chain_id_B,"(781, 256)",float32,199936,0
dataset,/2iyv,"(182, 256)",float32,46592,0
dataset,/2izp,"(272, 256)",float32,69632,0
dataset,/2izv_chain_id_A,"(163, 256)",float32,41728,0
dataset,/2izv_chain_id_B,"(105, 256)",float32,26880,0
dataset,/2izv_chain_id_C,"(86, 256)",float32,22016,0
dataset,/2j01_chain_id_A,"(85, 256)",float32,21760,0
dataset,/2j01_chain_id_AA,"(101, 256)",float32,25856,0
dataset,/2j01_chain_id_B,"(89, 256)",float32,22784,0
dataset,/2j01_chain_id_BA,"(113, 256)",float32,28928,0
dataset,/2j01_chain_id_C,"(51, 256)",float32,13056,0
dataset,/2j01_chain_id_CA,"(93, 256)",float32,23808,0
dataset,/2j01_chain_id_D,"(60, 256)",float32,15360,0
dataset,/2j01_chain_id_DA,"(101, 256)",float32,25856,0
dataset,/2j01_chain_id_E,"(50, 256)",float32,12800,0
dataset,/2j01_chain_id_EA,"(177, 256)",float32,45312,0
dataset,/2j01_chain_id_F,"(59, 256)",float32,15104,0
dataset,/2j01_chain_id_G,"(45, 256)",float32,11520,0
dataset,/2j01_chain_id_H,"(49, 256)",float32,12544,0
dataset,/2j01_chain_id_I,"(64, 256)",float32,16384,0
dataset,/2j01_chain_id_L,"(197, 256)",float32,50432,0
dataset,/2j01_chain_id_M,"(272, 256)",float32,69632,0
dataset,/2j01_chain_id_N,"(205, 256)",float32,52480,0
dataset,/2j01_chain_id_O,"(208, 256)",float32,53248,0
dataset,/2j01_chain_id_P,"(181, 256)",float32,46336,0
dataset,/2j01_chain_id_Q,"(160, 256)",float32,40960,0
dataset,/2j01_chain_id_R,"(146, 256)",float32,37376,0
dataset,/2j01_chain_id_S,"(139, 256)",float32,35584,0
dataset,/2j01_chain_id_T,"(122, 256)",float32,31232,0
dataset,/2j01_chain_id_U,"(146, 256)",float32,37376,0
dataset,/2j01_chain_id_V,"(136, 256)",float32,34816,0
dataset,/2j01_chain_id_W,"(117, 256)",float32,29952,0
dataset,/2j01_chain_id_X,"(99, 256)",float32,25344,0
dataset,/2j01_chain_id_Y,"(138, 256)",float32,35328,0
dataset,/2j01_chain_id_Z,"(117, 256)",float32,29952,0
dataset,/2j07,"(419, 256)",float32,107264,0
dataset,/2j0n,"(187, 256)",float32,47872,0
dataset,/2j0o,"(284, 256)",float32,72704,0
dataset,/2j0p,"(334, 256)",float32,85504,0
dataset,/2j0s_chain_id_A,"(391, 256)",float32,100096,0
dataset,/2j0s_chain_id_B,"(143, 256)",float32,36608,0
dataset,/2j0s_chain_id_C,"(89, 256)",float32,22784,0
dataset,/2j0t_chain_id_B,"(162, 256)",float32,41472,0
dataset,/2j0t_chain_id_D,"(124, 256)",float32,31744,0
dataset,/2j0w,"(447, 256)",float32,114432,0
dataset,/2j12_chain_id_A,"(182, 256)",float32,46592,0
dataset,/2j12_chain_id_B,"(120, 256)",float32,30720,0
dataset,/2j13,"(211, 256)",float32,54016,0
dataset,/2j2j,"(182, 256)",float32,46592,0
dataset,/2j2z_chain_id_A,"(217, 256)",float32,55552,0
dataset,/2j2z_chain_id_B,"(150, 256)",float32,38400,0
dataset,/2j3s,"(276, 256)",float32,70656,0
dataset,/2j3w_chain_id_A,"(142, 256)",float32,36352,0
dataset,/2j3w_chain_id_B,"(168, 256)",float32,43008,0
dataset,/2j3w_chain_id_E,"(162, 256)",float32,41472,0
dataset,/2j43,"(219, 256)",float32,56064,0
dataset,/2j44,"(217, 256)",float32,55552,0
dataset,/2j49,"(134, 256)",float32,34304,0
dataset,/2j4b,"(133, 256)",float32,34048,0
dataset,/2j4w_chain_id_A,"(34, 256)",float32,8704,0
dataset,/2j4w_chain_id_B,"(243, 256)",float32,62208,0
dataset,/2j4w_chain_id_C,"(213, 256)",float32,54528,0
dataset,/2j4z,"(270, 256)",float32,69120,0
dataset,/2j59_chain_id_A,"(165, 256)",float32,42240,0
dataset,/2j59_chain_id_H,"(118, 256)",float32,30208,0
dataset,/2j5a,"(106, 256)",float32,27136,0
dataset,/2j5h,"(39, 256)",float32,9984,0
dataset,/2j5l_chain_id_A,"(34, 256)",float32,8704,0
dataset,/2j5l_chain_id_B,"(213, 256)",float32,54528,0
dataset,/2j5l_chain_id_C,"(243, 256)",float32,62208,0
dataset,/2j5p,"(70, 256)",float32,17920,0
dataset,/2j5w,"(1039, 256)",float32,265984,0
dataset,/2j5y,"(61, 256)",float32,15616,0
dataset,/2j6b,"(109, 256)",float32,27904,0
dataset,/2j6e_chain_id_A,"(210, 256)",float32,53760,0
dataset,/2j6e_chain_id_D,"(224, 256)",float32,57344,0
dataset,/2j6e_chain_id_F,"(215, 256)",float32,55040,0
dataset,/2j73,"(103, 256)",float32,26368,0
dataset,/2j78,"(444, 256)",float32,113664,0
dataset,/2j7j,"(85, 256)",float32,21760,0
dataset,/2j7p_chain_id_A,"(292, 256)",float32,74752,0
dataset,/2j7p_chain_id_C,"(269, 256)",float32,68864,0
dataset,/2j7q_chain_id_A,"(231, 256)",float32,59136,0
dataset,/2j7q_chain_id_B,"(75, 256)",float32,19200,0
dataset,/2j7y,"(233, 256)",float32,59648,0
dataset,/2j7z,"(68, 256)",float32,17408,0
dataset,/2j85,"(118, 256)",float32,30208,0
dataset,/2j88_chain_id_A,"(324, 256)",float32,82944,0
dataset,/2j88_chain_id_B,"(166, 256)",float32,42496,0
dataset,/2j88_chain_id_C,"(186, 256)",float32,47616,0
dataset,/2j8b,"(78, 256)",float32,19968,0
dataset,/2j8c_chain_id_A,"(241, 256)",float32,61696,0
dataset,/2j8c_chain_id_B,"(281, 256)",float32,71936,0
dataset,/2j8c_chain_id_C,"(303, 256)",float32,77568,0
dataset,/2j8g,"(338, 256)",float32,86528,0
dataset,/2j8i,"(116, 256)",float32,29696,0
dataset,/2j8k,"(181, 256)",float32,46336,0
dataset,/2j8w,"(129, 256)",float32,33024,0
dataset,/2j8x_chain_id_A,"(230, 256)",float32,58880,0
dataset,/2j8x_chain_id_B,"(83, 256)",float32,21248,0
dataset,/2j9g,"(446, 256)",float32,114176,0
dataset,/2j9l,"(177, 256)",float32,45312,0
dataset,/2j9u_chain_id_A,"(94, 256)",float32,24064,0
dataset,/2j9u_chain_id_B,"(47, 256)",float32,12032,0
dataset,/2ja9,"(175, 256)",float32,44800,0
dataset,/2jaa,"(185, 256)",float32,47360,0
dataset,/2jak,"(330, 256)",float32,84480,0
dataset,/2jb0_chain_id_A,"(85, 256)",float32,21760,0
dataset,/2jb0_chain_id_B,"(124, 256)",float32,31744,0
dataset,/2jb5_chain_id_A,"(220, 256)",float32,56320,0
dataset,/2jb5_chain_id_B,"(212, 256)",float32,54272,0
dataset,/2jbw,"(361, 256)",float32,92416,0
dataset,/2jdc,"(145, 256)",float32,37120,0
dataset,/2jdi_chain_id_A,"(487, 256)",float32,124672,0
dataset,/2jdi_chain_id_D,"(467, 256)",float32,119552,0
dataset,/2jdi_chain_id_G,"(202, 256)",float32,51712,0
dataset,/2jdi_chain_id_H,"(96, 256)",float32,24576,0
dataset,/2jdq_chain_id_B,"(426, 256)",float32,109056,0
dataset,/2jdq_chain_id_D,"(68, 256)",float32,17408,0
dataset,/2je6_chain_id_A,"(277, 256)",float32,70912,0
dataset,/2je6_chain_id_B,"(234, 256)",float32,59904,0
dataset,/2je6_chain_id_C,"(215, 256)",float32,55040,0
dataset,/2je8,"(841, 256)",float32,215296,0
dataset,/2jek,"(140, 256)",float32,35840,0
dataset,/2jel_chain_id_A,"(217, 256)",float32,55552,0
dataset,/2jel_chain_id_B,"(231, 256)",float32,59136,0
dataset,/2jel_chain_id_C,"(85, 256)",float32,21760,0
dataset,/2jer,"(372, 256)",float32,95232,0
dataset,/2jf2,"(264, 256)",float32,67584,0
dataset,/2jfg,"(440, 256)",float32,112640,0
dataset,/2jfl,"(288, 256)",float32,73728,0
dataset,/2jg0,"(511, 256)",float32,130816,0
dataset,/2jgr,"(266, 256)",float32,68096,0
dataset,/2jhf,"(374, 256)",float32,95744,0
dataset,/2ji7,"(559, 256)",float32,143104,0
dataset,/2jio,"(720, 256)",float32,184320,0
dataset,/2jix_chain_id_A,"(214, 256)",float32,54784,0
dataset,/2jix_chain_id_B,"(217, 256)",float32,55552,0
dataset,/2jix_chain_id_H,"(217, 256)",float32,55552,0
dataset,/2jm5,"(134, 256)",float32,34304,0
dataset,/2jm6_chain_id_A,"(27, 256)",float32,6912,0
dataset,/2jm6_chain_id_B,"(162, 256)",float32,41472,0
dataset,/2jmf,"(43, 256)",float32,11008,0
dataset,/2jmu,"(224, 256)",float32,57344,0
dataset,/2jn0,"(50, 256)",float32,12800,0
dataset,/2jn4,"(66, 256)",float32,16896,0
dataset,/2jn6,"(97, 256)",float32,24832,0
dataset,/2jn9,"(105, 256)",float32,26880,0
dataset,/2jna,"(104, 256)",float32,26624,0
dataset,/2jne,"(71, 256)",float32,18176,0
dataset,/2jng,"(77, 256)",float32,19712,0
dataset,/2jnw,"(116, 256)",float32,29696,0
dataset,/2jny,"(61, 256)",float32,15616,0
dataset,/2jo6,"(110, 256)",float32,28160,0
dataset,/2jod_chain_id_A,"(106, 256)",float32,27136,0
dataset,/2jod_chain_id_B,"(33, 256)",float32,8448,0
dataset,/2joe,"(139, 256)",float32,35584,0
dataset,/2jok,"(184, 256)",float32,47104,0
dataset,/2joq,"(91, 256)",float32,23296,0
dataset,/2jov,"(85, 256)",float32,21760,0
dataset,/2joy,"(96, 256)",float32,24576,0
dataset,/2joz,"(135, 256)",float32,34560,0
dataset,/2jpo,"(142, 256)",float32,36352,0
dataset,/2jpq,"(83, 256)",float32,21248,0
dataset,/2jq4,"(83, 256)",float32,21248,0
dataset,/2jq9,"(71, 256)",float32,18176,0
dataset,/2jrx,"(83, 256)",float32,21248,0
dataset,/2jss_chain_id_A,"(192, 256)",float32,49152,0
dataset,/2jss_chain_id_B,"(62, 256)",float32,15872,0
dataset,/2juw,"(80, 256)",float32,20480,0
dataset,/2juz,"(80, 256)",float32,20480,0
dataset,/2jw6,"(42, 256)",float32,10752,0
dataset,/2jwd,"(59, 256)",float32,15104,0
dataset,/2jxc_chain_id_A,"(95, 256)",float32,24320,0
dataset,/2jxc_chain_id_B,"(40, 256)",float32,10240,0
dataset,/2jxm_chain_id_A,"(97, 256)",float32,24832,0
dataset,/2jxm_chain_id_B,"(249, 256)",float32,63744,0
dataset,/2jxt,"(86, 256)",float32,22016,0
dataset,/2jz6,"(77, 256)",float32,19712,0
dataset,/2jza,"(130, 256)",float32,33280,0
dataset,/2k0b,"(52, 256)",float32,13312,0
dataset,/2k1j,"(63, 256)",float32,16128,0
dataset,/2k2n,"(172, 256)",float32,44032,0
dataset,/2k3k,"(104, 256)",float32,26624,0
dataset,/2k49,"(118, 256)",float32,30208,0
dataset,/2k4x,"(55, 256)",float32,14080,0
dataset,/2k54,"(123, 256)",float32,31488,0
dataset,/2k57,"(55, 256)",float32,14080,0
dataset,/2k5g,"(191, 256)",float32,48896,0
dataset,/2k5q,"(105, 256)",float32,26880,0
dataset,/2k5w,"(111, 256)",float32,28416,0
dataset,/2k7i,"(62, 256)",float32,15872,0
dataset,/2k8e,"(116, 256)",float32,29696,0
dataset,/2kin_chain_id_A,"(238, 256)",float32,60928,0
dataset,/2kin_chain_id_B,"(100, 256)",float32,25600,0
dataset,/2ktx,"(38, 256)",float32,9728,0
dataset,/2ldx,"(331, 256)",float32,84736,0
dataset,/2lef,"(86, 256)",float32,22016,0
dataset,/2lfb,"(100, 256)",float32,25600,0
dataset,/2lhb,"(149, 256)",float32,38144,0
dataset,/2lig,"(157, 256)",float32,40192,0
dataset,/2lis,"(131, 256)",float32,33536,0
dataset,/2liv,"(344, 256)",float32,88064,0
dataset,/2ltn_chain_id_A,"(181, 256)",float32,46336,0
dataset,/2ltn_chain_id_B,"(48, 256)",float32,12288,0
dataset,/2mad,"(124, 256)",float32,31744,0
dataset,/2mas,"(313, 256)",float32,80128,0
dataset,/2mcm,"(112, 256)",float32,28672,0
dataset,/2mev_chain_id_A,"(268, 256)",float32,68608,0
dataset,/2mev_chain_id_B,"(249, 256)",float32,63744,0
dataset,/2mev_chain_id_C,"(231, 256)",float32,59136,0
dataset,/2mev_chain_id_D,"(58, 256)",float32,14848,0
dataset,/2mfn,"(184, 256)",float32,47104,0
dataset,/2mhr,"(118, 256)",float32,30208,0
dataset,/2mhu,"(30, 256)",float32,7680,0
dataset,/2mnr,"(357, 256)",float32,91392,0
dataset,/2mob,"(94, 256)",float32,24064,0
dataset,/2mpa_chain_id_A,"(219, 256)",float32,56064,0
dataset,/2mpa_chain_id_B,"(224, 256)",float32,57344,0
dataset,/2mpr,"(421, 256)",float32,107776,0
dataset,/2mrb,"(31, 256)",float32,7936,0
dataset,/2mrt,"(30, 256)",float32,7680,0
dataset,/2mst,"(75, 256)",float32,19200,0
dataset,/2mys,"(809, 256)",float32,207104,0
dataset,/2nac,"(374, 256)",float32,95744,0
dataset,/2ncd,"(360, 256)",float32,92160,0
dataset,/2nef,"(136, 256)",float32,34816,0
dataset,/2ngr_chain_id_A,"(191, 256)",float32,48896,0
dataset,/2ngr_chain_id_B,"(196, 256)",float32,50176,0
dataset,/2nll_chain_id_C,"(66, 256)",float32,16896,0
dataset,/2nll_chain_id_D,"(103, 256)",float32,26368,0
dataset,/2nlr,"(222, 256)",float32,56832,0
dataset,/2nlu,"(100, 256)",float32,25600,0
dataset,/2nlv,"(112, 256)",float32,28672,0
dataset,/2nly,"(220, 256)",float32,56320,0
dataset,/2nlz,"(541, 256)",float32,138496,0
dataset,/2nml,"(100, 256)",float32,25600,0
dataset,/2nmz,"(99, 256)",float32,25344,0
dataset,/2nn4,"(62, 256)",float32,15872,0
dataset,/2nn5,"(171, 256)",float32,43776,0
dataset,/2nn6_chain_id_A,"(341, 256)",float32,87296,0
dataset,/2nn6_chain_id_B,"(235, 256)",float32,60160,0
dataset,/2nn6_chain_id_C,"(270, 256)",float32,69120,0
dataset,/2nn6_chain_id_D,"(207, 256)",float32,52992,0
dataset,/2nn6_chain_id_E,"(275, 256)",float32,70400,0
dataset,/2nn6_chain_id_F,"(225, 256)",float32,57600,0
dataset,/2nn6_chain_id_G,"(237, 256)",float32,60672,0
dataset,/2nn6_chain_id_H,"(256, 256)",float32,65536,0
dataset,/2nn6_chain_id_I,"(180, 256)",float32,46080,0
dataset,/2nn8,"(138, 256)",float32,35328,0
dataset,/2nna_chain_id_A,"(182, 256)",float32,46592,0
dataset,/2nna_chain_id_B,"(182, 256)",float32,46592,0
dataset,/2nnj,"(463, 256)",float32,118528,0
dataset,/2nnu,"(201, 256)",float32,51456,0
dataset,/2noc,"(99, 256)",float32,25344,0
dataset,/2noh,"(316, 256)",float32,80896,0
dataset,/2noj_chain_id_B,"(58, 256)",float32,14848,0
dataset,/2noj_chain_id_G,"(290, 256)",float32,74240,0
dataset,/2not,"(125, 256)",float32,32000,0
dataset,/2np3,"(181, 256)",float32,46336,0
dataset,/2np5,"(187, 256)",float32,47872,0
dataset,/2npp_chain_id_A,"(582, 256)",float32,148992,0
dataset,/2npp_chain_id_B,"(388, 256)",float32,99328,0
dataset,/2npp_chain_id_C,"(308, 256)",float32,78848,0
dataset,/2npt_chain_id_C,"(106, 256)",float32,27136,0
dataset,/2npt_chain_id_D,"(88, 256)",float32,22528,0
dataset,/2nq3,"(133, 256)",float32,34048,0
dataset,/2nqc,"(97, 256)",float32,24832,0
dataset,/2nqd_chain_id_A,"(109, 256)",float32,27904,0
dataset,/2nqd_chain_id_B,"(221, 256)",float32,56576,0
dataset,/2nqo_chain_id_B,"(186, 256)",float32,47616,0
dataset,/2nqo_chain_id_C,"(349, 256)",float32,89344,0
dataset,/2nqr,"(404, 256)",float32,103424,0
dataset,/2nqw,"(87, 256)",float32,22272,0
dataset,/2nr4,"(192, 256)",float32,49152,0
dataset,/2nr5,"(67, 256)",float32,17152,0
dataset,/2nr7,"(194, 256)",float32,49664,0
dataset,/2nr9,"(192, 256)",float32,49152,0
dataset,/2nra,"(254, 256)",float32,65024,0
dataset,/2nrh,"(207, 256)",float32,52992,0
dataset,/2nrk,"(167, 256)",float32,42752,0
dataset,/2nrq,"(141, 256)",float32,36096,0
dataset,/2ns0,"(84, 256)",float32,21504,0
dataset,/2ns1_chain_id_A,"(404, 256)",float32,103424,0
dataset,/2ns1_chain_id_B,"(113, 256)",float32,28928,0
dataset,/2ns9,"(152, 256)",float32,38912,0
dataset,/2nsf,"(240, 256)",float32,61440,0
dataset,/2nsz,"(129, 256)",float32,33024,0
dataset,/2nt0,"(497, 256)",float32,127232,0
dataset,/2ntk,"(206, 256)",float32,52736,0
dataset,/2nts_chain_id_A,"(243, 256)",float32,62208,0
dataset,/2nts_chain_id_B,"(217, 256)",float32,55552,0
dataset,/2nu7_chain_id_A,"(287, 256)",float32,73472,0
dataset,/2nu7_chain_id_B,"(388, 256)",float32,99328,0
dataset,/2nug,"(218, 256)",float32,55808,0
dataset,/2nuj,"(159, 256)",float32,40704,0
dataset,/2nv0,"(195, 256)",float32,49920,0
dataset,/2nvm,"(114, 256)",float32,29184,0
dataset,/2nvn,"(120, 256)",float32,30720,0
dataset,/2nvp,"(430, 256)",float32,110080,0
dataset,/2nvu_chain_id_A,"(530, 256)",float32,135680,0
dataset,/2nvu_chain_id_B,"(796, 256)",float32,203776,0
dataset,/2nvu_chain_id_C,"(181, 256)",float32,46336,0
dataset,/2nvu_chain_id_D,"(76, 256)",float32,19456,0
dataset,/2nvw,"(420, 256)",float32,107520,0
dataset,/2nw8,"(266, 256)",float32,68096,0
dataset,/2nwa,"(80, 256)",float32,20480,0
dataset,/2nwd,"(130, 256)",float32,33280,0
dataset,/2nwi,"(160, 256)",float32,40960,0
dataset,/2nwt,"(69, 256)",float32,17664,0
dataset,/2nwu,"(134, 256)",float32,34304,0
dataset,/2nwv,"(112, 256)",float32,28672,0
dataset,/2nww,"(407, 256)",float32,104192,0
dataset,/2nx2,"(178, 256)",float32,45568,0
dataset,/2nxc,"(254, 256)",float32,65024,0
dataset,/2nxf,"(316, 256)",float32,80896,0
dataset,/2nxo,"(277, 256)",float32,70912,0
dataset,/2nxp,"(149, 256)",float32,38144,0
dataset,/2nxy_chain_id_A,"(309, 256)",float32,79104,0
dataset,/2nxy_chain_id_B,"(181, 256)",float32,46336,0
dataset,/2nxy_chain_id_C,"(214, 256)",float32,54784,0
dataset,/2nxy_chain_id_D,"(229, 256)",float32,58624,0
dataset,/2nyb,"(192, 256)",float32,49152,0
dataset,/2nyc,"(138, 256)",float32,35328,0
dataset,/2nyg,"(270, 256)",float32,69120,0
dataset,/2nys,"(117, 256)",float32,29952,0
dataset,/2nyy_chain_id_A,"(1275, 256)",float32,326400,0
dataset,/2nyy_chain_id_B,"(216, 256)",float32,55296,0
dataset,/2nyy_chain_id_C,"(217, 256)",float32,55552,0
dataset,/2nz1_chain_id_A,"(371, 256)",float32,94976,0
dataset,/2nz1_chain_id_C,"(64, 256)",float32,16384,0
dataset,/2nzc,"(82, 256)",float32,20992,0
dataset,/2nzu_chain_id_A,"(275, 256)",float32,70400,0
dataset,/2nzu_chain_id_B,"(87, 256)",float32,22272,0
dataset,/2nzw,"(351, 256)",float32,89856,0
dataset,/2o02,"(230, 256)",float32,58880,0
dataset,/2o07,"(285, 256)",float32,72960,0
dataset,/2o0m,"(247, 256)",float32,63232,0
dataset,/2o0q,"(114, 256)",float32,29184,0
dataset,/2o14,"(354, 256)",float32,90624,0
dataset,/2o16,"(136, 256)",float32,34816,0
dataset,/2o1q,"(143, 256)",float32,36608,0
dataset,/2o1r,"(81, 256)",float32,20736,0
dataset,/2o23,"(257, 256)",float32,65792,0
dataset,/2o2a,"(126, 256)",float32,32256,0
dataset,/2o2x,"(209, 256)",float32,53504,0
dataset,/2o34,"(249, 256)",float32,63744,0
dataset,/2o35,"(96, 256)",float32,24576,0
dataset,/2o38,"(89, 256)",float32,22784,0
dataset,/2o39_chain_id_A,"(197, 256)",float32,50432,0
dataset,/2o39_chain_id_C,"(126, 256)",float32,32256,0
dataset,/2o3a,"(167, 256)",float32,42752,0
dataset,/2o3b_chain_id_A,"(241, 256)",float32,61696,0
dataset,/2o3b_chain_id_B,"(135, 256)",float32,34560,0
dataset,/2o3f,"(82, 256)",float32,20992,0
dataset,/2o3g,"(76, 256)",float32,19456,0
dataset,/2o3i,"(380, 256)",float32,97280,0
dataset,/2o3l,"(83, 256)",float32,21248,0
dataset,/2o4a,"(84, 256)",float32,21504,0
dataset,/2o4d,"(144, 256)",float32,36864,0
dataset,/2o4t,"(90, 256)",float32,23040,0
dataset,/2o57,"(282, 256)",float32,72192,0
dataset,/2o5a,"(113, 256)",float32,28928,0
dataset,/2o5f,"(162, 256)",float32,41472,0
dataset,/2o5g,"(147, 256)",float32,37632,0
dataset,/2o5h,"(129, 256)",float32,33024,0
dataset,/2o5u,"(144, 256)",float32,36864,0
dataset,/2o62,"(268, 256)",float32,68608,0
dataset,/2o6i,"(441, 256)",float32,112896,0
dataset,/2o6k,"(74, 256)",float32,18944,0
dataset,/2o6p,"(123, 256)",float32,31488,0
dataset,/2o70,"(168, 256)",float32,43008,0
dataset,/2o7t,"(185, 256)",float32,47360,0
dataset,/2o8i,"(156, 256)",float32,39936,0
dataset,/2o8l,"(216, 256)",float32,55296,0
dataset,/2o8p,"(219, 256)",float32,56064,0
dataset,/2o8r,"(659, 256)",float32,168704,0
dataset,/2o8s,"(244, 256)",float32,62464,0
dataset,/2o97_chain_id_A,"(70, 256)",float32,17920,0
dataset,/2o97_chain_id_B,"(72, 256)",float32,18432,0
dataset,/2o9a,"(182, 256)",float32,46592,0
dataset,/2o9c,"(319, 256)",float32,81664,0
dataset,/2o9u,"(96, 256)",float32,24576,0
dataset,/2o9x,"(162, 256)",float32,41472,0
dataset,/2oa4,"(101, 256)",float32,25856,0
dataset,/2oa5,"(97, 256)",float32,24832,0
dataset,/2oaf,"(144, 256)",float32,36864,0
dataset,/2oai,"(84, 256)",float32,21504,0
dataset,/2oar,"(125, 256)",float32,32000,0
dataset,/2ob5,"(151, 256)",float32,38656,0
dataset,/2obb,"(124, 256)",float32,31744,0
dataset,/2obh,"(143, 256)",float32,36608,0
dataset,/2obp,"(81, 256)",float32,20736,0
dataset,/2oc5,"(222, 256)",float32,56832,0
